Status,Role,Workspace,Section,Feature,What it does,Data scope,Priority,Tier,Screen,Endpoints,Tested as,Checks passed,Also readable by,Verified against
Built,HR & Payroll,Home,Home,HR KPIs,"Headcount, present/absent today, leave pending, new joiners and payroll status if payroll enabled.",Assigned institution/campus employees,Must-Have,core,hr/Dashboard,GET /api/v1/hr/dashboard GET /api/v1/hr/employees,hr@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Attendance & Leave,Leave,Leave,"Leave balances, requests, approvals and holiday calendar.",Assigned institution/campus employees,Should-Have,core,hr/Leave,GET /api/v1/hr/leave POST /api/v1/workflow/leave/:param/decide,hr@vivencia.test,1,admissions faculty finance hod institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Direct Bank Payroll Transfer File,Export bank-specific bulk salary transfer text/excel files for instant bank disbursement.,Assigned institution/campus,Must-Have,core,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Employee CTC Breakup Calculator,Model complete Gross vs. Net vs. CTC salary packages including employer PF and ESI matches.,Assigned institution/campus,Must-Have,core,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Overtime (OT) Rate Setup,Define hourly overtime rates for non-teaching staff working during weekend school events.,Assigned institution/campus,Should-Have,core,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,PF Encashment & Loan Deduction,Process Provident Fund loan deductions and track remaining loan payback balances in payslips.,Assigned institution/campus,Should-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Payroll,"Salary structures, payroll runs, payslips, deductions and reimbursements when payroll is enabled.",Assigned institution/campus employees,Must-Have,core,payroll/Payroll,GET /api/v1/payroll/payslips POST /api/v1/payroll/run,hr@vivencia.test,1,institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Payslip Generation & Email Dispatch,"Generate PDF payslips, publish to employee portals, and dispatch password-protected PDFs.",Assigned institution/campus,Must-Have,core,payroll/Payroll,GET /api/v1/payroll/payslips POST /api/v1/payroll/run,hr@vivencia.test,1,institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Salary Structure Builder,"Define Basic Pay, HRA, DA, Special Allowances, PF, ESI, Professional Tax, and Income Tax.",Assigned institution/campus,Must-Have,core,payroll/Payroll,GET /api/v1/payroll/payslips POST /api/v1/payroll/run,hr@vivencia.test,1,institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Staff Loan & Advance Management,Process employee salary advance requests and set auto-deduction installments in monthly payroll.,Assigned institution/campus,Must-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Payroll,Substitute Workload Allowance,Track additional proxy classes taken by teachers and compute extra substitution pay.,Assigned institution/campus,Should-Have,core,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Employees,Records,Employee Document Expiry Alerts,"Receive alerts for upcoming visa, teaching license, or contract renewal expiration dates.",Assigned institution/campus,Should-Have,core,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Employees,Records,Employee documents,"Contracts, IDs and configured employment documents.",Assigned institution/campus employees,Should-Have,core,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Employees,Records,Employee master,"Employee/faculty profiles, department, designation, documents and employment status.",Assigned institution/campus employees,Should-Have,core,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Employees,Records,Staff ID Card Printing,"Design and bulk-print plastic ID cards with barcodes, RFID chips, and staff photos.",Assigned institution/campus,Should-Have,core,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,Contractor / Security Staff Bill Verification,Verify outsourced security and cleaning vendor attendance invoices against gate biometric scans.,Assigned institution/campus,Must-Have,core,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,Form 12BB & Investment Declarations,"Collect employee investment declarations with proofs, compute the resulting TDS relief and issue Form 12BB for the assessment year.",Assigned institution/campus employees,Must-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,Income Tax & Form 16 Generator,"Manage investment proofs, compute annual income tax TDS, and generate Form 16.",Assigned institution/campus,Should-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,PF & ESI Statutory Compliance,"Generate monthly Provident Fund (ECR) files, ESI returns, and statutory deduction registers.",Assigned institution/campus,Must-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,Professional Tax (PT) Slab Configuration,Configure state-specific Professional Tax deduction slabs based on gross monthly salary ranges.,Assigned institution/campus,Must-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,HR & Payroll,Payroll,Statutory,Staff Gratuity Liability Estimator,Compute cumulative statutory gratuity liabilities for employees completing >5 years of continuous service.,Assigned institution/campus,Should-Have,advanced,hr/Statutory,GET /api/v1/hr/employees GET /api/v1/payroll/bank-file GET/POST /api/v1/payroll/contractor-bills POST /api/v1/payroll/declarations GET /api/v1/payroll/ecr GET /api/v1/payroll/gratuity GET/POST /api/v1/payroll/loans GET/PUT /api/v1/payroll/settings GET /api/v1/payroll/statutory GET /api/v1/payroll/tax,hr@vivencia.test,9,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Academic structure,"Programs/classes, departments, subjects/courses, batches/sections, years/terms and rooms.",Assigned institution/campus,Should-Have,core,shared/Academics,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years,institution_admin@vivencia.test,4,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Attendance corrections,Review correction requests according to workflow.,Assigned institution/campus,Must-Have,core,workflow/Corrections,GET /api/v1/attendance-workflow/corrections POST /api/v1/attendance-workflow/corrections/:param/decide,institution_admin@vivencia.test,1,faculty hod super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Attendance monitoring,"Institution/class/department attendance, absent list, shortage list and trends.",Assigned institution/campus,Must-Have,core,principal/AttendanceMonitoring,GET /api/v1/principal/attendance-shortage,institution_admin@vivencia.test,1,finance hod hr seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Classes & sections,"The academic structure: classes, sections, subjects and which teacher takes what.",Assigned institution/campus,Must-Have,core,shared/Academics,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years,institution_admin@vivencia.test,4,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Lesson Plan Approval Queue,"Review, comment, approve, or reject daily/weekly lesson plans submitted by faculty.",Assigned institution/campus,Must-Have,core,academics/Syllabus,GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Subject & Chapter Planner,"Define master subject structures, chapters, learning outcomes, and target completion dates.",Assigned institution/campus,Must-Have,core,academics/Syllabus,GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Syllabus Coverage Tracking,Monitor real-time percentage completion of syllabus against academic calendar deadlines.,Assigned institution/campus,Should-Have,core,academics/Syllabus,GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Syllabus progress,Chapter-level coverage per subject and section against the plan.,Assigned institution/campus,Must-Have,core,academics/Syllabus,GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Teacher allocation,"Who teaches which subject in which section, and the workload that adds up to.",Assigned institution/campus,Must-Have,core,principal/StaffWorkload,GET /api/v1/principal/staff-workload,institution_admin@vivencia.test,1,finance hod hr seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Academics,Timetable,"View/manage class, faculty and room timetable; resolve conflicts and substitutions.",Assigned institution/campus,Must-Have,core,shared/Timetable,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/timetable/entries GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,institution_admin@vivencia.test,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Students,Admissions,Admissions overview,"Monitor enquiries/applications, admitted students and enrollment conversion.",Assigned institution/campus,Must-Have,core,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,institution_admin@vivencia.test,4,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Students,Admissions,RTE 25% Reservation Register,"Maintain the audit-ready RTE quota register with lottery results, verification and reimbursement claims.",Assigned institution/campus,Must-Have,advanced,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,institution_admin@vivencia.test,9,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Approvals,Approvals,"Faculty leave, attendance corrections, marks submissions, add/drop and department requests.",Assigned department only,Must-Have,core,workflow/Approvals,GET /api/v1/workflow/approvals,institution_admin@vivencia.test,1,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Approvals,Approvals center,"Approve leave, academic requests, marks/result workflows, certificates and configured operational requests.",Assigned institution/campus,Must-Have,core,workflow/Approvals,GET /api/v1/workflow/approvals,institution_admin@vivencia.test,1,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Administration,Boards & Accreditation,PARAKH & NEP Credit Framework,Configure NEP 2020 credit-based evaluation and PARAKH holistic assessment parameters.,Assigned institution/campus,Must-Have,advanced,exams/HolisticCard,GET /api/v1/hpc/card POST /api/v1/hpc/observations GET /api/v1/portal/students GET /api/v1/session GET /api/v1/students,institution_admin@vivencia.test,4,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Communication,Communication,Circulars & announcements,"Notices to sections, parents or the whole school, with read acknowledgement.",Assigned institution/campus,Must-Have,core,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Communication,Communication,Communication,"Publish announcements/circulars to targeted students, parents and staff.",Assigned institution/campus,Must-Have,core,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Staff,Directory & Workload,Faculty allocation & workload,Allocate subjects/classes and balance teaching load; identify overload and gaps.,Assigned department only,Should-Have,core,hod/Department,GET /api/v1/department/dashboard GET /api/v1/department/faculty,institution_admin@vivencia.test,2,hod hr super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Staff,Directory & Workload,Faculty directory,"Department faculty with assigned subjects, timetable, attendance and workload.",Assigned department only,Must-Have,core,hod/Department,GET /api/v1/department/dashboard GET /api/v1/department/faculty,institution_admin@vivencia.test,2,hod hr super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Staff,Directory & Workload,Faculty directory & workload,"Teaching staff, their allocations and how loaded each one is.",Assigned institution/campus,Must-Have,core,principal/StaffWorkload,GET /api/v1/principal/staff-workload,institution_admin@vivencia.test,1,finance hod hr seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Staff,Directory & Workload,Staff Allocation & Workload,"View teacher period allocations, weekly teaching load, and balance faculty workloads.",Assigned institution/campus,Should-Have,core,principal/StaffWorkload,GET /api/v1/principal/staff-workload,institution_admin@vivencia.test,1,finance hod hr seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Examinations,Exams & result status,"Exam schedule, marks-entry completion, result publishing status and report cards.",Assigned institution/campus,Must-Have,core,exams/ReportCards,GET /api/v1/academics/sections GET /api/v1/exams/list GET /api/v1/exams/report-cards POST /api/v1/exams/report-cards/generate,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Examinations,Exams & results,"Exam schedule, marks entry status and result publication readiness.",Assigned institution/campus,Must-Have,core,exams/ReportCards,GET /api/v1/academics/sections GET /api/v1/exams/list GET /api/v1/exams/report-cards POST /api/v1/exams/report-cards/generate,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Examinations,Hall Ticket Issue,Issue and reprint board hall tickets against the accepted nominal roll.,Assigned institution/campus,Must-Have,core,exams/HallTicket,GET /api/v1/exams/hall-plan GET/POST /api/v1/exams/halls GET /api/v1/exams/list POST /api/v1/exams/seats/allocate GET /api/v1/hpc/hall-ticket GET /api/v1/portal/students GET /api/v1/session,institution_admin@vivencia.test,6,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Academics,Examinations,Report cards,"Holistic progress cards and the scholastic report, ready to verify and issue.",Assigned institution/campus,Must-Have,core,exams/HolisticCard,GET /api/v1/hpc/card POST /api/v1/hpc/observations GET /api/v1/portal/students GET /api/v1/session GET /api/v1/students,institution_admin@vivencia.test,4,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Home,Academic KPIs,"Attendance, syllabus coverage and exam readiness across the school, with what needs attention today.",Assigned institution/campus,Must-Have,core,principal/Dashboard,GET /api/v1/date-ranges GET /api/v1/principal/attendance-trend GET /api/v1/principal/dashboard,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Home,Department KPIs,"Department students, faculty, today's classes, student attendance, faculty attendance and pending approvals.",Assigned department only,Must-Have,core,hod/Department,GET /api/v1/department/dashboard GET /api/v1/department/faculty,institution_admin@vivencia.test,2,hod hr super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Home,Executive KPIs,"Students, faculty/staff, attendance today, fee collection, outstanding fees and admissions. Show only 5-7 cards.",Assigned institution/campus,Must-Have,core,principal/Dashboard,GET /api/v1/date-ranges GET /api/v1/principal/attendance-trend GET /api/v1/principal/dashboard,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Home,Home,Needs attention,"Pending approvals, attendance shortage, absent faculty, timetable conflicts, marks not submitted and overdue fees.",Assigned institution/campus,Must-Have,core,principal/Dashboard,GET /api/v1/date-ranges GET /api/v1/principal/attendance-trend GET /api/v1/principal/dashboard,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Buildings & rooms,"Blocks, rooms and beds, with the condition of each.",Only assigned operational module/campus,Must-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Complaints,"Maintenance and welfare complaints raised by boarders, and their status.",Only assigned operational module/campus,Must-Have,core,operations/HostelLife,GET /api/v1/ops/hostel/complaints POST /api/v1/ops/hostel/complaints/:param/resolve GET/PUT /api/v1/ops/hostel/mess GET /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Digital Outpass Approval,Process student weekend leave or outing requests with warden and verified parent approval.,Assigned campus,Must-Have,core,operations/HostelLife,GET /api/v1/ops/hostel/complaints POST /api/v1/ops/hostel/complaints/:param/resolve GET/PUT /api/v1/ops/hostel/mess GET /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Hostel Building & Room Setup,"Define hostel blocks, floors, room types (Single, Shared), and total bed capacity.",Assigned campus,Should-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Hostel Complaint Ticketing,"Log maintenance issues (plumbing, electrical, Wi-Fi) and track resolution by technicians.",Assigned campus,Should-Have,core,operations/HostelLife,GET /api/v1/ops/hostel/complaints POST /api/v1/ops/hostel/complaints/:param/resolve GET/PUT /api/v1/ops/hostel/mess GET /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Hostel Roll-Call Attendance,"Take daily evening hostel attendance, track present boarders, and alert warden of missing students.",Assigned campus,Must-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Mess Menu & Meal Management,Publish weekly hostel mess meal menu and track daily boarder dining headcounts.,Assigned campus,Should-Have,core,operations/HostelLife,GET /api/v1/ops/hostel/complaints POST /api/v1/ops/hostel/complaints/:param/resolve GET/PUT /api/v1/ops/hostel/mess GET /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Outpass & leave,"Gate passes requested, approved and outstanding, with expected return.",Only assigned operational module/campus,Must-Have,core,operations/HostelLife,GET /api/v1/ops/hostel/complaints POST /api/v1/ops/hostel/complaints/:param/resolve GET/PUT /api/v1/ops/hostel/mess GET /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide,institution_admin@vivencia.test,3,admissions faculty finance hod hr operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Roll call,"Morning and night attendance for the hostel, separate from the school register.",Only assigned operational module/campus,Must-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Room Allocation Engine,"Assign students to specific rooms/beds, view room occupancy rate, and handle room changes.",Assigned campus,Must-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Hostel,Room allocation,"Which boarder is in which bed, and the moves waiting to happen.",Only assigned operational module/campus,Must-Have,core,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,3,admissions faculty finance hod operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
