Role,Section,Feature,Data Scope,Feature Key,Built,Screen,Endpoints,Tested As,Result,Checks,Also readable by,Evidence,Verified against
Institution Admin / Principal,Statutory Returns,APAAR ID Register,Assigned institution/campus,institution_admin.statutory_returns.apaar_id_register,yes,compliance/UDISE,POST /api/v1/compliance/apaar GET /api/v1/compliance/udise,institution_admin@vivencia.test,pass,1,finance hod hr seller_admin super_admin,"/api/v1/compliance/udise 200, 209 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Statutory Returns,Statutory Registers,Assigned institution/campus,institution_admin.statutory_returns.statutory_registers,yes,compliance/UDISE,POST /api/v1/compliance/apaar GET /api/v1/compliance/udise,institution_admin@vivencia.test,pass,1,finance hod hr seller_admin super_admin,"/api/v1/compliance/udise 200, 209 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Statutory Returns,Child Info Reconciliation,Assigned institution/campus,institution_admin.statutory_returns.child_info_reconciliation,yes,compliance/ChildInfoReconciliation,GET /api/v1/statutory/child-info/differences POST /api/v1/statutory/child-info/differences/:param/resolve POST /api/v1/statutory/child-info/import GET /api/v1/statutory/child-info/imports GET /api/v1/statutory/child-info/resolutions DELETE /api/v1/statutory/child-info/resolutions/:param,institution_admin@vivencia.test,pass,3,finance hod hr seller_admin super_admin,"/api/v1/statutory/child-info/differences 200, no rows; /api/v1/statutory/child-info/imports 200, no rows; /api/v1/statutory/child-info/resolutions 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Statutory Returns,Working Days & Instructional Hours,Assigned institution/campus,institution_admin.statutory_returns.working_days_instructional_hours,yes,compliance/WorkingDays,GET /api/v1/statutory/working-days GET/POST /api/v1/statutory/working-days/adjustments DELETE /api/v1/statutory/working-days/adjustments/:param GET /api/v1/statutory/working-days/norms GET/POST /api/v1/statutory/working-days/returns,institution_admin@vivencia.test,pass,4,finance hod hr seller_admin super_admin,"/api/v1/statutory/working-days 200; /api/v1/statutory/working-days/adjustments 200, no rows; /api/v1/statutory/working-days/norms 200, 4 rows; /api/v1/statutory/working-days/returns 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Boards & Accreditation,Board Exam LOC Submission,Assigned institution/campus,institution_admin.boards_accreditation.board_exam_loc_submission,yes,compliance/BoardLOC,GET/POST /api/v1/statutory/loc/submissions GET /api/v1/statutory/loc/submissions/:param GET /api/v1/statutory/loc/submissions/:param/export POST /api/v1/statutory/loc/submissions/:param/file POST /api/v1/statutory/loc/submissions/:param/validate,institution_admin@vivencia.test,pass,3,finance hod hr seller_admin super_admin,"/api/v1/statutory/loc/submissions 200, no rows; /api/v1/statutory/loc/submissions/:param no demo record to address; /api/v1/statutory/loc/submissions/:param/export no demo record to address",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Boards & Accreditation,PARAKH & NEP Credit Framework,Assigned institution/campus,institution_admin.boards_accreditation.parakh_nep_credit_framework,yes,exams/HolisticCard,GET /api/v1/hpc/card POST /api/v1/hpc/observations GET /api/v1/portal/students GET /api/v1/session GET /api/v1/students,institution_admin@vivencia.test,pass,4,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/hpc/card 200; /api/v1/portal/students 200, no rows; /api/v1/session 200; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Boards & Accreditation,SQAA Compliance Tracking,Assigned institution/campus,institution_admin.boards_accreditation.sqaa_compliance_tracking,yes,compliance/SQAACompliance,POST /api/v1/statutory/sqaa/actions GET/POST /api/v1/statutory/sqaa/assessments GET /api/v1/statutory/sqaa/assessments/:param PUT /api/v1/statutory/sqaa/assessments/:param/entries POST /api/v1/statutory/sqaa/assessments/:param/submit POST /api/v1/statutory/sqaa/entries/:param/evidence GET /api/v1/statutory/sqaa/frameworks,institution_admin@vivencia.test,pass,3,finance hod hr seller_admin super_admin,"/api/v1/statutory/sqaa/assessments 200, no rows; /api/v1/statutory/sqaa/assessments/:param no demo record to address; /api/v1/statutory/sqaa/frameworks 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Mid-Day Meal,Mid-Day Meal Register,Assigned institution/campus,institution_admin.mid_day_meal.mid_day_meal_register,yes,operations/MDMRegister,GET /api/v1/mdm-register/context GET/POST /api/v1/mdm-register/days GET /api/v1/mdm-register/days/:param POST /api/v1/mdm-register/days/:param/close POST /api/v1/mdm-register/days/:param/reopen,institution_admin@vivencia.test,pass,3,finance hod hr seller_admin super_admin,/api/v1/mdm-register/context 200; /api/v1/mdm-register/days 200; /api/v1/mdm-register/days/:param no demo record to address,http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Mid-Day Meal,MDM Utilisation Report,Assigned institution/campus,institution_admin.mid_day_meal.mdm_utilisation_report,yes,operations/MDMUtilisation,POST /api/v1/admin-ops/mdm/returns POST /api/v1/admin-ops/mdm/returns/:param/finalise POST /api/v1/admin-ops/mdm/returns/:param/reopen GET /api/v1/admin-ops/mdm/utilisation,institution_admin@vivencia.test,pass,1,finance hod hr seller_admin super_admin,/api/v1/admin-ops/mdm/utilisation 200,http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Standard,Reports,Assigned institution/campus,institution_admin.standard.reports,yes,shared/Exports,GET /api/v1/export,institution_admin@vivencia.test,pass,1,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/export 200, 6 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Standard,Comprehensive Attendance Report,Assigned institution/campus,institution_admin.standard.comprehensive_attendance_report,yes,principal/AttendanceMonitoring,GET /api/v1/principal/attendance-shortage,institution_admin@vivencia.test,pass,1,finance hod hr seller_admin super_admin,"/api/v1/principal/attendance-shortage 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Standard,Exam & Grade Analytics,Assigned institution/campus,institution_admin.standard.exam_grade_analytics,yes,exams/ReportCards,GET /api/v1/academics/sections GET /api/v1/exams/list GET /api/v1/exams/report-cards POST /api/v1/exams/report-cards/generate GET /api/v1/exams/report-cards/readiness,institution_admin@vivencia.test,pass,4,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/exams/list 200, 1 rows; /api/v1/exams/report-cards 200, 105 rows; /api/v1/exams/report-cards/readiness 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Standard,Fee Collection Summaries,Assigned institution/campus,institution_admin.standard.fee_collection_summaries,yes,analytics/CollectionSummaries,GET /api/v1/date-ranges GET /api/v1/rollups/fees/collections GET /api/v1/rollups/fees/collections/by-collector GET /api/v1/rollups/fees/collections/by-head GET /api/v1/rollups/fees/collections/tie-out,institution_admin@vivencia.test,pass,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/date-ranges 200, 13 rows; /api/v1/rollups/fees/collections 200, 19 rows; /api/v1/rollups/fees/collections/by-collector 200, 2 rows; /api/v1/rollups/fees/collections/by-head 200, no rows; /api/v1/rollups/fees/collections/tie-out 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Analysis,Custom Report Builder,Assigned institution/campus,institution_admin.analysis.custom_report_builder,yes,analytics/ReportBuilder,GET/POST /api/v1/report-builder/definitions DELETE /api/v1/report-builder/definitions/:param GET /api/v1/report-builder/definitions/:param/run POST /api/v1/report-builder/definitions/:param/shares DELETE /api/v1/report-builder/definitions/:param/shares/:param POST /api/v1/report-builder/preview GET /api/v1/report-builder/schema,institution_admin@vivencia.test,pass,3,finance hod hr seller_admin super_admin,"/api/v1/report-builder/definitions 200, no rows; /api/v1/report-builder/definitions/:param/run no demo record to address; /api/v1/report-builder/schema 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Analysis,Performance analytics,Assigned department only,institution_admin.analysis.performance_analytics,yes,analytics/PerformanceAnalytics,,institution_admin@vivencia.test,partial,0,,screen renders; no API call,http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Analysis,Department reports,Assigned department only,institution_admin.analysis.department_reports,yes,analytics/DepartmentReports,GET /api/v1/date-ranges GET /api/v1/rollups/departments/reports,institution_admin@vivencia.test,pass,2,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/date-ranges 200, 13 rows; /api/v1/rollups/departments/reports 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Vehicle Master Registry,Assigned campus,institution_admin.transport.vehicle_master_registry,yes,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,pass,3,operations super_admin,"/api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/vehicles 200, 3 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Driver & Attendant Profiles,Assigned campus,institution_admin.transport.driver_attendant_profiles,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Route & Pickup Stop Mapping,Assigned campus,institution_admin.transport.route_pickup_stop_mapping,yes,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,pass,3,operations super_admin,"/api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/vehicles 200, 3 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Student Route Assignment,Assigned campus,institution_admin.transport.student_route_assignment,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Route Distance Fee Slabs,Assigned campus,institution_admin.transport.route_distance_fee_slabs,yes,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,pass,3,operations super_admin,"/api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/vehicles 200, 3 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Transport Attendance Scans,Assigned campus,institution_admin.transport.transport_attendance_scans,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Real-time Vehicle Tracking (VTS),Assigned campus,institution_admin.transport.real_time_vehicle_tracking_vts,yes,operations/LiveVehicleMap,GET /api/v1/transport/live GET /api/v1/transport/map-stops,institution_admin@vivencia.test,pass,2,operations super_admin,"/api/v1/transport/live 200, 3 rows; /api/v1/transport/map-stops 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Geo-fenced Bus Stop Alerts,Assigned campus,institution_admin.transport.geo_fenced_bus_stop_alerts,yes,operations/StopAlerts,GET /api/v1/transport/map-stops GET /api/v1/transport/stop-events,institution_admin@vivencia.test,pass,2,operations super_admin,"/api/v1/transport/map-stops 200, no rows; /api/v1/transport/stop-events 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Bus Speeding & Rash Driving Alerts,Assigned campus,institution_admin.transport.bus_speeding_rash_driving_alerts,yes,operations/SafetyAlerts,GET /api/v1/transport/safety-events POST /api/v1/transport/safety-events/:param/review,institution_admin@vivencia.test,pass,1,operations super_admin,"/api/v1/transport/safety-events 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Vehicle Fuel & Maintenance Log,Assigned campus,institution_admin.transport.vehicle_fuel_maintenance_log,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Fuel Sensor & Mileage Telematics,Assigned campus,institution_admin.transport.fuel_sensor_mileage_telematics,no,,,,not built,0,,"catalogued only. 19 of 22 features in “Transport” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Driver Sobriety & Safety Checklist,Assigned campus,institution_admin.transport.driver_sobriety_safety_checklist,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Bus Breakdown Emergency Dispatch,Assigned campus,institution_admin.transport.bus_breakdown_emergency_dispatch,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Seatbelt & CCTV Video Streaming,Assigned campus,institution_admin.transport.seatbelt_cctv_video_streaming,no,,,,not built,0,,"catalogued only. 19 of 22 features in “Transport” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,AIS-140 Telematics & VAHAN Compliance,Assigned campus,institution_admin.transport.ais_140_telematics_vahan_compliance,no,,,,not built,0,,"catalogued only. 19 of 22 features in “Transport” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Vehicles,Only assigned operational module/campus,institution_admin.transport.vehicles,yes,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,pass,3,operations super_admin,"/api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/vehicles 200, 3 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Drivers & attendants,Only assigned operational module/campus,institution_admin.transport.drivers_attendants,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Routes & stops,Only assigned operational module/campus,institution_admin.transport.routes_stops,yes,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,pass,3,operations super_admin,"/api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/vehicles 200, 3 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Student allocation,Only assigned operational module/campus,institution_admin.transport.student_allocation,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Route attendance,Only assigned operational module/campus,institution_admin.transport.route_attendance,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Delays & exceptions,Only assigned operational module/campus,institution_admin.transport.delays_exceptions,yes,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,pass,11,admissions faculty finance hod hr operations super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/ops/transport/allocations 200, 60 rows; /api/v1/ops/transport/attendance 200, 60 rows; /api/v1/ops/transport/checks 200, 3 rows; /api/v1/ops/transport/incidents 200, 1 rows; /api/v1/ops/transport/logs 200, 3 rows; /api/v1/ops/transport/routes 200, 3 rows; /api/v1/ops/transport/routes/:param/stops no demo record to address; /api/v1/ops/transport/staff 200, 1 rows; /api/v1/ops/transport/vehicles 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Transport,Live vehicle tracking,Only assigned operational module/campus,institution_admin.transport.live_vehicle_tracking,yes,operations/LiveVehicleMap,GET /api/v1/transport/live GET /api/v1/transport/map-stops,institution_admin@vivencia.test,pass,2,operations super_admin,"/api/v1/transport/live 200, 3 rows; /api/v1/transport/map-stops 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Hostel,Hostel Building & Room Setup,Assigned campus,institution_admin.hostel.hostel_building_room_setup,yes,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,pass,3,admissions faculty finance hod operations super_admin,"/api/v1/ops/hostel/occupancy 200, 6 rows; /api/v1/ops/hostel/rooms/:param/boarders no demo record to address; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Hostel,Room Allocation Engine,Assigned campus,institution_admin.hostel.room_allocation_engine,yes,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,pass,3,admissions faculty finance hod operations super_admin,"/api/v1/ops/hostel/occupancy 200, 6 rows; /api/v1/ops/hostel/rooms/:param/boarders no demo record to address; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Hostel,Room Inventory Checklists,Assigned campus,institution_admin.hostel.room_inventory_checklists,yes,operations/HostelRoomChecks,GET /api/v1/ops/hostel/occupancy GET/POST /api/v1/ops/hostel/room-checks GET /api/v1/ops/hostel/room-checks/:param/items GET /api/v1/students,institution_admin@vivencia.test,pass,4,admissions faculty finance hod operations super_admin,"/api/v1/ops/hostel/occupancy 200, 6 rows; /api/v1/ops/hostel/room-checks 200, no rows; /api/v1/ops/hostel/room-checks/:param/items no demo record to address; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Hostel,Hostel Roll-Call Attendance,Assigned campus,institution_admin.hostel.hostel_roll_call_attendance,yes,operations/Hostel,POST /api/v1/ops/hostel/allocate GET /api/v1/ops/hostel/occupancy GET /api/v1/ops/hostel/rooms/:param/boarders GET /api/v1/students,institution_admin@vivencia.test,pass,3,admissions faculty finance hod operations super_admin,"/api/v1/ops/hostel/occupancy 200, 6 rows; /api/v1/ops/hostel/rooms/:param/boarders no demo record to address; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Hostel,Night Study Room Attendance,Assigned campus,institution_admin.hostel.night_study_room_attendance,yes,operations/HostelNightStudy,GET/POST /api/v1/ops/hostel/night-study,institution_admin@vivencia.test,pass,1,operations super_admin,"/api/v1/ops/hostel/night-study 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
