flow,chain,step,role,role_key,feature,feature_key,workspace,built
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,9,HOD,hod,Language subject allocation,hod.academics.language_subject_allocation,academics,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,10,HOD,hod,Faculty allocation,hod.academics.faculty_allocation,academics,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,11,Teacher,faculty,My timetable,faculty.timetable.my_timetable,timetable,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,12,Teacher,faculty,Substitution Request Submission,faculty.timetable.substitution_request_submission,timetable,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,13,Transport Manager,transport_manager,Student allocation,transport_manager.transport.student_allocation,transport,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,14,Front Office,admissions,Seat Allocation Management,admissions.admissions.seat_allocation_management,admissions,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,15,Front Office,admissions,Alumni Child Quota Allocation,admissions.admissions.alumni_child_quota_allocation,admissions,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,16,Office Clerk,hr,Biometric Punch In/Out Grace Period,hr.attendance.biometric_punch_in_out_grace_period,attendance,no
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,17,Office Clerk,hr,Staff duty roster,hr.attendance.staff_duty_roster,attendance,yes
Timetable,Management -> Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Office Clerk -> Student,18,Student,student,Timetable,student.timetable.timetable,timetable,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,1,Principal,institution_admin,Curriculum Roadmap,institution_admin.academics.curriculum_roadmap,academics,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,2,Principal,institution_admin,Lesson Plans,institution_admin.academics.lesson_plans,academics,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,3,Principal,institution_admin,Syllabus Progress,institution_admin.academics.syllabus_progress,academics,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,4,Principal,institution_admin,Teacher Assignment,institution_admin.academics.teacher_assignment,academics,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,5,HOD,hod,Homework / classwork,hod.teaching.homework_classwork,teaching,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,6,HOD,hod,Lesson plans / content,hod.teaching.lesson_plans_content,teaching,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,7,Teacher,faculty,Homework / classwork,faculty.teaching.homework_classwork,teaching,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,8,Teacher,faculty,Assignments & submissions,faculty.teaching.assignments_submissions,teaching,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,9,Teacher,faculty,Lesson plans / content,faculty.teaching.lesson_plans_content,teaching,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,10,Transport Manager,transport_manager,Student Route Assignment,transport_manager.transport.student_route_assignment,transport,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,11,Front Office,admissions,Counselor Lead Assignment,admissions.enquiries.counselor_lead_assignment,enquiries,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,12,Student,student,Homework & assignments,student.homework.homework_assignments,homework,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,13,Student,student,Classmate Homework Help Forum,student.homework.classmate_homework_help_forum,homework,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,14,Student,student,Courses / subjects,student.learning.courses_subjects,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,15,Student,student,E-Learning Resource Hub,student.learning.e_learning_resource_hub,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,16,Student,student,AI Personal Learning Companion,student.learning.ai_personal_learning_companion,learning,no
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,17,Student,student,Peer Tutoring & Study Groups,student.learning.peer_tutoring_study_groups,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,18,Student,student,Gamified Learning Streak Counter,student.learning.gamified_learning_streak_counter,learning,no
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,19,Student,student,Gamified Learning Badge Showcase,student.learning.gamified_learning_badge_showcase,learning,no
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,20,Student,student,Virtual Classroom Hand-Raise Telemetry,student.learning.virtual_classroom_hand_raise_telemetry,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,21,Student,student,Global University Guidance Counselor,student.learning.global_university_guidance_counselor,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,22,Student,student,Student Portfolio Management,student.learning.student_portfolio_management,learning,yes
Homework & learning,Principal -> HOD -> Teacher -> Transport Manager -> Front Office -> Student -> Parent,23,Parent,parent,Homework & academics,parent.academics.homework_academics,academics,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,1,Principal,institution_admin,Leaves & Subs,institution_admin.staff.leaves_subs,staff,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,2,Principal,institution_admin,Leave & self service,institution_admin.my_profile.leave_self_service,my_profile,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,3,HOD,hod,Leaves & Subs,hod.staff.leaves_subs,staff,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,4,HOD,hod,Leave & self service,hod.my_profile.leave_self_service,my_profile,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,5,Teacher,faculty,Leave & self service,faculty.my_profile.leave_self_service,my_profile,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,6,Teacher,faculty,Student leave requests,faculty.my_profile.student_leave_requests,my_profile,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,7,Office Clerk,hr,Leave,hr.leave.leave,leave,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,8,Office Clerk,hr,Leave rules,hr.leave.leave_rules,leave,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,9,Office Clerk,hr,Staff training & development,hr.hiring_training.staff_training_development,hiring_training,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,10,Parent,parent,Requests,parent.leave_absence.requests,leave_absence,yes
Leave,Principal -> HOD -> Teacher -> Office Clerk -> Parent,11,Parent,parent,Apply Student Leave,parent.leave_absence.apply_student_leave,leave_absence,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,1,Software Vendor,seller_admin,Onboarding Progress,seller_admin.customers.onboarding_progress,customers,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,2,Fee Counter,finance,Approve & pay salaries,finance.accounts.approve_pay_salaries,accounts,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,3,Office Clerk,hr,Staff hiring,hr.hiring_training.staff_hiring,hiring_training,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,4,Office Clerk,hr,Staff performance reviews,hr.hiring_training.staff_performance_reviews,hiring_training,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,5,Office Clerk,hr,Staff training & development,hr.hiring_training.staff_training_development,hiring_training,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,6,Office Clerk,hr,Staff records,hr.records.staff_records,records,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,7,Office Clerk,hr,Staff joinings & exits,hr.onboarding_exit.staff_joinings_exits,onboarding_exit,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,8,Office Clerk,hr,Monthly payroll,hr.payroll.monthly_payroll,payroll,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,9,Office Clerk,hr,Salary setup,hr.payroll.salary_setup,payroll,yes
Staff & payroll,Software Vendor -> Fee Counter -> Office Clerk,10,Office Clerk,hr,Taxes & statutory,hr.payroll.taxes_statutory,payroll,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,1,Principal,institution_admin,Circulars,institution_admin.communication.circulars,communication,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,2,Principal,institution_admin,Messages,institution_admin.communication.messages,communication,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,3,HOD,hod,Messages,hod.communication.messages,communication,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,4,Teacher,faculty,Messages,faculty.communication.messages,communication,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,5,Student,student,Calendar,student.notices_calendar.calendar,notices_calendar,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,6,Student,student,Library Book Hold Request,student.notices_calendar.library_book_hold_request,notices_calendar,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,7,Parent,parent,Real-Time Push Notifications,parent.home.real_time_push_notifications,home,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,8,Parent,parent,Communication,parent.messages.communication,messages,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,9,Parent,parent,Direct Teacher Messaging,parent.messages.direct_teacher_messaging,messages,yes
Announcements,Principal -> HOD -> Teacher -> Student -> Parent,10,Parent,parent,Teacher remarks,parent.messages.teacher_remarks,messages,yes
Meetings & PTM,Front Office -> Parent,1,Front Office,admissions,Parent Appointment Booking,admissions.visitors.parent_appointment_booking,visitors,yes
Meetings & PTM,Front Office -> Parent,2,Parent,parent,Calendar & PTM,parent.school_life.calendar_ptm,school_life,yes
Meetings & PTM,Front Office -> Parent,3,Parent,parent,Parent-Teacher Meeting Booking,parent.school_life.parent_teacher_meeting_booking,school_life,yes
Meetings & PTM,Front Office -> Parent,4,Parent,parent,PTM Appointment Reminder Alert,parent.school_life.ptm_appointment_reminder_alert,school_life,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,1,Principal,institution_admin,Certificates & transfers,institution_admin.students.certificates_transfers,students,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,2,Front Office,admissions,Applicant documents,admissions.applications.applicant_documents,applications,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,3,Front Office,admissions,Foreign / NRI Student Visa Documentation,admissions.applications.foreign_nri_student_visa_documentation,applications,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,4,Front Office,admissions,Provisional Offer Letters,admissions.admissions.provisional_offer_letters,admissions,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,5,Front Office,admissions,Transfer Certificate Intake,admissions.admissions.transfer_certificate_intake,admissions,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,6,Student,student,Digital Student ID Card NFC Tap Pass,student.profile.digital_student_id_card_nfc_tap_pass,profile,no
Documents & certificates,Principal -> Front Office -> Student -> Parent,7,Parent,parent,DigiLocker Document Pull,parent.documents.digilocker_document_pull,documents,no
Documents & certificates,Principal -> Front Office -> Student -> Parent,8,Parent,parent,Digital Student ID Card View,parent.profile.digital_student_id_card_view,profile,yes
Documents & certificates,Principal -> Front Office -> Student -> Parent,9,Parent,parent,Digital Parent ID Card for Campus Entry,parent.profile.digital_parent_id_card_for_campus_entry,profile,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,1,Management,super_admin,Predictive Dropout Risk Engine,super_admin.ai_automation.predictive_dropout_risk_engine,ai_automation,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,2,Principal,institution_admin,Syllabus Progress,institution_admin.academics.syllabus_progress,academics,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,3,Transport Manager,transport_manager,Vehicle Master Registry,transport_manager.transport.vehicle_master_registry,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,4,Transport Manager,transport_manager,Driver & Attendant Profiles,transport_manager.transport.driver_attendant_profiles,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,5,Transport Manager,transport_manager,Route & Pickup Stop Mapping,transport_manager.transport.route_pickup_stop_mapping,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,6,Transport Manager,transport_manager,Student Route Assignment,transport_manager.transport.student_route_assignment,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,7,Transport Manager,transport_manager,Route Distance Fee Slabs,transport_manager.transport.route_distance_fee_slabs,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,8,Transport Manager,transport_manager,Transport Attendance Scans,transport_manager.transport.transport_attendance_scans,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,9,Transport Manager,transport_manager,Real-time Vehicle Tracking (VTS),transport_manager.transport.real_time_vehicle_tracking_vts,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,10,Transport Manager,transport_manager,Geo-fenced Bus Stop Alerts,transport_manager.transport.geo_fenced_bus_stop_alerts,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,11,Transport Manager,transport_manager,Bus Speeding & Rash Driving Alerts,transport_manager.transport.bus_speeding_rash_driving_alerts,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,12,Transport Manager,transport_manager,Vehicle Fuel & Maintenance Log,transport_manager.transport.vehicle_fuel_maintenance_log,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,13,Transport Manager,transport_manager,Fuel Sensor & Mileage Telematics,transport_manager.transport.fuel_sensor_mileage_telematics,transport,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,14,Transport Manager,transport_manager,Driver Sobriety & Safety Checklist,transport_manager.transport.driver_sobriety_safety_checklist,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,15,Transport Manager,transport_manager,Bus Breakdown Emergency Dispatch,transport_manager.transport.bus_breakdown_emergency_dispatch,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,16,Transport Manager,transport_manager,Seatbelt & CCTV Video Streaming,transport_manager.transport.seatbelt_cctv_video_streaming,transport,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,17,Transport Manager,transport_manager,AIS-140 Telematics & VAHAN Compliance,transport_manager.transport.ais_140_telematics_vahan_compliance,transport,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,18,Transport Manager,transport_manager,Vehicles,transport_manager.transport.vehicles,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,19,Transport Manager,transport_manager,Drivers & attendants,transport_manager.transport.drivers_attendants,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,20,Transport Manager,transport_manager,Routes & stops,transport_manager.transport.routes_stops,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,21,Transport Manager,transport_manager,Student allocation,transport_manager.transport.student_allocation,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,22,Transport Manager,transport_manager,Route attendance,transport_manager.transport.route_attendance,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,23,Transport Manager,transport_manager,Delays & exceptions,transport_manager.transport.delays_exceptions,transport,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,24,Transport Manager,transport_manager,Live vehicle tracking,transport_manager.transport.live_vehicle_tracking,transport,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,25,Transport Manager,transport_manager,My pay,transport_manager.my_profile.my_pay,my_profile,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,26,Fee Counter,finance,Class & transport fee setup,finance.fees.class_transport_fee_setup,fees,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,27,Parent,parent,Transport snapshot,parent.my_childs_bus.transport_snapshot,my_childs_bus,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,28,Parent,parent,Live Bus Tracking Map,parent.my_childs_bus.live_bus_tracking_map,my_childs_bus,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,29,Parent,parent,School Transport Driver Call Button,parent.my_childs_bus.school_transport_driver_call_button,my_childs_bus,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,30,Parent,parent,Parent Bus Proximity Radius Customizer,parent.alerts_preferences.parent_bus_proximity_radius_customizer,alerts_preferences,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,31,Parent,parent,Real-time School Bus Live Video Feed Access,parent.alerts_preferences.real_time_school_bus_live_video_feed_access,alerts_preferences,no
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,32,Parent,parent,Parent App Live Bus Tracking Refresh Rate Customizer,parent.alerts_preferences.parent_app_live_bus_tracking_refresh_rate_customizer,alerts_preferences,yes
Transport,Management -> Principal -> Transport Manager -> Fee Counter -> Parent,33,Parent,parent,Parent Delegation for Emergency Pickup,parent.consent.parent_delegation_for_emergency_pickup,consent,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,1,Management,super_admin,SMS Gateway Integration,super_admin.messaging.sms_gateway_integration,messaging,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,2,Management,super_admin,WhatsApp API Integration,super_admin.messaging.whatsapp_api_integration,messaging,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,3,Management,super_admin,Email Server (SMTP) Integration,super_admin.messaging.email_server_smtp_integration,messaging,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,4,Management,super_admin,Automated Trigger Rules,super_admin.messaging.automated_trigger_rules,messaging,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,5,Principal,institution_admin,Messages,institution_admin.communication.messages,communication,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,6,HOD,hod,Messages,hod.communication.messages,communication,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,7,Teacher,faculty,Messages,faculty.communication.messages,communication,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,8,Parent,parent,Communication,parent.messages.communication,messages,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,9,Parent,parent,Direct Teacher Messaging,parent.messages.direct_teacher_messaging,messages,yes
Hostel,Management -> Principal -> HOD -> Teacher -> Parent,10,Parent,parent,Teacher remarks,parent.messages.teacher_remarks,messages,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,1,Librarian,librarian,Book Cataloging & Accession Register,librarian.library.book_cataloging_accession_register,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,2,Librarian,librarian,Barcode & Spine Label Printing,librarian.library.barcode_spine_label_printing,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,3,Librarian,librarian,Book Issue & Return Terminal,librarian.library.book_issue_return_terminal,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,4,Librarian,librarian,Book Reservation Queue,librarian.library.book_reservation_queue,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,5,Librarian,librarian,Fine & Penalty Summary,librarian.library.fine_penalty_summary,library,no
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,6,Librarian,librarian,OPAC Digital Book Search,librarian.library.opac_digital_book_search,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,7,Librarian,librarian,Digital Library Usage,librarian.library.digital_library_usage,library,no
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,8,Librarian,librarian,Annual Book Stock Verification,librarian.library.annual_book_stock_verification,library,no
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,9,Librarian,librarian,New Session Textbook Orders,librarian.library.new_session_textbook_orders,library,no
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,10,Librarian,librarian,Books & copies,librarian.library.books_copies,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,11,Librarian,librarian,Accession register,librarian.library.accession_register,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,12,Librarian,librarian,Issue & return,librarian.library.issue_return,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,13,Librarian,librarian,Reservations,librarian.library.reservations,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,14,Librarian,librarian,Fines,librarian.library.fines,library,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,15,Front Office,admissions,Parent Appointment Booking,admissions.visitors.parent_appointment_booking,visitors,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,16,Office Clerk,hr,Service book & qualifications,hr.records.service_book_qualifications,records,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,17,Student,student,Library Book Hold Request,student.notices_calendar.library_book_hold_request,notices_calendar,yes
Library,Librarian -> Front Office -> Office Clerk -> Student -> Parent,18,Parent,parent,Parent-Teacher Meeting Booking,parent.school_life.parent_teacher_meeting_booking,school_life,yes
Health & infirmary,Software Vendor -> Management -> Front Office,1,Software Vendor,seller_admin,Adoption Metrics,seller_admin.usage_health.adoption_metrics,usage_health,yes
Health & infirmary,Software Vendor -> Management -> Front Office,2,Software Vendor,seller_admin,Instance Health,seller_admin.usage_health.instance_health,usage_health,yes
Health & infirmary,Software Vendor -> Management -> Front Office,3,Management,super_admin,System health,super_admin.dashboard.system_health,dashboard,yes
Health & infirmary,Software Vendor -> Management -> Front Office,4,Management,super_admin,System Health & Integration Alerts,super_admin.operations.system_health_integration_alerts,operations,yes
Health & infirmary,Software Vendor -> Management -> Front Office,5,Front Office,admissions,Applicant Medical Fitness Declaration,admissions.applications.applicant_medical_fitness_declaration,applications,yes
Counselling,Front Office -> Student,1,Front Office,admissions,Counselor Lead Assignment,admissions.enquiries.counselor_lead_assignment,enquiries,yes
Counselling,Front Office -> Student,2,Front Office,admissions,Counselor Activity & Follow-ups,admissions.enquiries.counselor_activity_follow_ups,enquiries,yes
Counselling,Front Office -> Student,3,Student,student,Global University Guidance Counselor,student.learning.global_university_guidance_counselor,learning,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,1,Transport Manager,transport_manager,Vehicle Master Registry,transport_manager.transport.vehicle_master_registry,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,2,Transport Manager,transport_manager,Driver & Attendant Profiles,transport_manager.transport.driver_attendant_profiles,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,3,Transport Manager,transport_manager,Route & Pickup Stop Mapping,transport_manager.transport.route_pickup_stop_mapping,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,4,Transport Manager,transport_manager,Student Route Assignment,transport_manager.transport.student_route_assignment,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,5,Transport Manager,transport_manager,Route Distance Fee Slabs,transport_manager.transport.route_distance_fee_slabs,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,6,Transport Manager,transport_manager,Transport Attendance Scans,transport_manager.transport.transport_attendance_scans,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,7,Transport Manager,transport_manager,Real-time Vehicle Tracking (VTS),transport_manager.transport.real_time_vehicle_tracking_vts,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,8,Transport Manager,transport_manager,Geo-fenced Bus Stop Alerts,transport_manager.transport.geo_fenced_bus_stop_alerts,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,9,Transport Manager,transport_manager,Bus Speeding & Rash Driving Alerts,transport_manager.transport.bus_speeding_rash_driving_alerts,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,10,Transport Manager,transport_manager,Vehicle Fuel & Maintenance Log,transport_manager.transport.vehicle_fuel_maintenance_log,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,11,Transport Manager,transport_manager,Fuel Sensor & Mileage Telematics,transport_manager.transport.fuel_sensor_mileage_telematics,transport,no
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,12,Transport Manager,transport_manager,Driver Sobriety & Safety Checklist,transport_manager.transport.driver_sobriety_safety_checklist,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,13,Transport Manager,transport_manager,Bus Breakdown Emergency Dispatch,transport_manager.transport.bus_breakdown_emergency_dispatch,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,14,Transport Manager,transport_manager,Seatbelt & CCTV Video Streaming,transport_manager.transport.seatbelt_cctv_video_streaming,transport,no
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,15,Transport Manager,transport_manager,AIS-140 Telematics & VAHAN Compliance,transport_manager.transport.ais_140_telematics_vahan_compliance,transport,no
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,16,Transport Manager,transport_manager,Vehicles,transport_manager.transport.vehicles,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,17,Transport Manager,transport_manager,Drivers & attendants,transport_manager.transport.drivers_attendants,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,18,Transport Manager,transport_manager,Routes & stops,transport_manager.transport.routes_stops,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,19,Transport Manager,transport_manager,Student allocation,transport_manager.transport.student_allocation,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,20,Transport Manager,transport_manager,Route attendance,transport_manager.transport.route_attendance,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,21,Transport Manager,transport_manager,Delays & exceptions,transport_manager.transport.delays_exceptions,transport,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,22,Transport Manager,transport_manager,Live vehicle tracking,transport_manager.transport.live_vehicle_tracking,transport,no
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,23,Transport Manager,transport_manager,My pay,transport_manager.my_profile.my_pay,my_profile,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,24,Fee Counter,finance,Class & transport fee setup,finance.fees.class_transport_fee_setup,fees,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,25,Front Office,admissions,Counselor Activity & Follow-ups,admissions.enquiries.counselor_activity_follow_ups,enquiries,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,26,Student,student,Student Club Event Ticketing & QR Check-In,student.campus_life.student_club_event_ticketing_qr_check_in,campus_life,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,27,Parent,parent,Transport snapshot,parent.my_childs_bus.transport_snapshot,my_childs_bus,yes
